schema,function_name,signature,security_mode,secure_search_path,current_public_execute,current_anon_execute,current_authenticated_execute,current_service_role_execute,current_postgres_execute,actual_callers,repository_evidence,database_dependency_evidence,internal_authorization,authorization_details,definer_justification,rls_bypass_risk,financial_or_privileged_side_effect,recommended_acl,risk_level,proposed_action,confidence,notes
tournament,fn_calc_commission,"tournament.fn_calc_commission(p_tournament_id uuid, p_user_id uuid, p_gross numeric)",SECURITY DEFINER,no,true,true,true,true,true,another database function; authenticated player,none_found,none_found,STRONG,role/admin keywords; raise/guard patterns,DEFINER_PROBABLY_REQUIRED,high (DEFINER bypasses RLS by default),yes,postgres + service_role,HIGH,REVIEW_SECURITY_DEFINER,medium,direct grants: anon=false; auth=false; service=false; PUBLIC=true; DEFINER without explicit search_path
tournament,fn_capture_entry_locks,tournament.fn_capture_entry_locks(p_tournament_id uuid),SECURITY DEFINER,yes,true,true,true,true,true,another database function; authenticated player,none_found,none_found,UNKNOWN,body not fully reviewed this pass,DEFINER_PROBABLY_REQUIRED,high (DEFINER bypasses RLS by default),yes,postgres + service_role,HIGH,REDUCE_ACL_IN_P1_9B,low,direct grants: anon=false; auth=false; service=false; PUBLIC=true
tournament,fn_commission_payout,"tournament.fn_commission_payout(p_tournament_id uuid, p_entry_id uuid)",SECURITY DEFINER,yes,true,true,true,true,true,another database function; authenticated player,none_found,none_found,STRONG,role/admin keywords; raise/guard patterns,DEFINER_PROBABLY_REQUIRED,high (DEFINER bypasses RLS by default),yes,postgres + service_role,HIGH,REDUCE_ACL_IN_P1_9B,medium,direct grants: anon=false; auth=false; service=false; PUBLIC=true
tournament,fn_commission_snapshot,"tournament.fn_commission_snapshot(p_tournament_id uuid, p_entry_id uuid)",SECURITY DEFINER,yes,true,true,true,true,true,another database function; authenticated player,none_found,none_found,STRONG,role/admin keywords; raise/guard patterns,DEFINER_PROBABLY_REQUIRED,high (DEFINER bypasses RLS by default),yes,postgres + service_role,HIGH,REDUCE_ACL_IN_P1_9B,medium,direct grants: anon=false; auth=false; service=false; PUBLIC=true
tournament,fn_commission_snapshot_entry,"tournament.fn_commission_snapshot_entry(p_tournament_id uuid, p_entry_id uuid)",SECURITY DEFINER,yes,true,true,true,true,true,another database function; authenticated player,none_found,none_found,STRONG,role/admin keywords; raise/guard patterns,DEFINER_PROBABLY_REQUIRED,high (DEFINER bypasses RLS by default),yes,postgres + service_role,HIGH,REDUCE_ACL_IN_P1_9B,medium,direct grants: anon=false; auth=false; service=false; PUBLIC=true
tournament,fn_create_or_get_table_template,"tournament.fn_create_or_get_table_template(p_tournament_id uuid, p_round_no integer, p_table_no integer)",SECURITY INVOKER,no,true,true,true,true,true,another database function,none_found,none_found,UNKNOWN,body not fully reviewed this pass,NOT_APPLICABLE,low (INVOKER),no,manual review required,MEDIUM,MANUAL_REVIEW_REQUIRED,low,direct grants: anon=false; auth=false; service=false; PUBLIC=true
tournament,fn_create_rooms_for_round,"tournament.fn_create_rooms_for_round(p_tournament_id uuid, p_round_no integer, p_force_pool_id uuid)",SECURITY DEFINER,no,true,true,true,true,true,another database function,none_found,none_found,UNKNOWN,body not fully reviewed this pass,UNKNOWN,medium (DEFINER; mitigated if strong internal auth),no,manual review required,HIGH,REVIEW_SECURITY_DEFINER,low,direct grants: anon=false; auth=false; service=false; PUBLIC=true; DEFINER without explicit search_path
tournament,fn_join_table,"tournament.fn_join_table(p_tournament_id uuid, p_round_no integer, p_table_no integer, p_user_id uuid, p_card_count integer)",SECURITY DEFINER,no,true,true,true,true,true,another database function,none_found,none_found,UNKNOWN,body not fully reviewed this pass,UNKNOWN,high (explicit row_security off / role tricks),no,manual review required,HIGH,REVIEW_SECURITY_DEFINER,low,direct grants: anon=false; auth=false; service=false; PUBLIC=true; DEFINER without explicit search_path
tournament,fn_manage_tournament_cycle,"tournament.fn_manage_tournament_cycle(p_tournament_id uuid, p_seed bigint)",SECURITY INVOKER,no,true,true,true,true,true,another database function,none_found,none_found,UNKNOWN,body not fully reviewed this pass,NOT_APPLICABLE,low (INVOKER),no,manual review required,MEDIUM,MANUAL_REVIEW_REQUIRED,low,direct grants: anon=false; auth=false; service=false; PUBLIC=true
tournament,fn_payout_tournament,tournament.fn_payout_tournament(p_tournament_id uuid),SECURITY DEFINER,yes,true,true,true,true,true,another database function; authenticated player,none_found,none_found,UNKNOWN,body not fully reviewed this pass,DEFINER_PROBABLY_REQUIRED,high (DEFINER bypasses RLS by default),yes,postgres + service_role,HIGH,REDUCE_ACL_IN_P1_9B,low,direct grants: anon=false; auth=false; service=false; PUBLIC=true
tournament,fn_pick_admin_user,tournament.fn_pick_admin_user(p_admin_user uuid),SECURITY DEFINER,no,true,true,true,true,true,another database function; authenticated player,none_found,none_found,UNKNOWN,body not fully reviewed this pass,DEFINER_PROBABLY_REQUIRED,medium (DEFINER; mitigated if strong internal auth),privileged,manual review required,HIGH,REVIEW_SECURITY_DEFINER,low,direct grants: anon=false; auth=false; service=false; PUBLIC=true; DEFINER without explicit search_path
tournament,fn_seat_players_for_round,"tournament.fn_seat_players_for_round(p_tournament_id uuid, p_round_no integer, p_batch_tables integer)",SECURITY DEFINER,no,true,true,true,true,true,another database function,none_found,none_found,PARTIAL,auth.uid referenced; raise/guard patterns,UNKNOWN,high (explicit row_security off / role tricks),no,manual review required,MEDIUM,MANUAL_REVIEW_REQUIRED,low,direct grants: anon=false; auth=false; service=false; PUBLIC=true; DEFINER without explicit search_path
tournament,fn_seat_table_players,"tournament.fn_seat_table_players(p_tournament_id uuid, p_round_no integer, p_table_no integer)",SECURITY INVOKER,no,true,true,true,true,true,another database function,none_found,none_found,UNKNOWN,body not fully reviewed this pass,NOT_APPLICABLE,low (INVOKER),no,manual review required,MEDIUM,MANUAL_REVIEW_REQUIRED,low,direct grants: anon=false; auth=false; service=false; PUBLIC=true
tournament,fn_settle_commission_payouts,tournament.fn_settle_commission_payouts(p_tournament_id uuid),SECURITY DEFINER,yes,true,true,true,true,true,another database function; authenticated player,none_found,none_found,PARTIAL,role-related keywords present,DEFINER_PROBABLY_REQUIRED,high (DEFINER bypasses RLS by default),yes,postgres + service_role,HIGH,REDUCE_ACL_IN_P1_9B,medium,direct grants: anon=false; auth=false; service=false; PUBLIC=true
tournament,fn_tick_due_tournaments,"tournament.fn_tick_due_tournaments(p_limit integer, p_seed bigint, p_batch_tables integer)",SECURITY DEFINER,yes,true,true,true,true,true,Railway service_role,game-engine; game-engine .rpc,none_found,NONE,service-role/cron assumed; no end-user authorization in body,DEFINER_PROBABLY_REQUIRED,high (DEFINER bypasses RLS by default),no,postgres + service_role,HIGH,REVIEW_FUNCTION_AUTHORIZATION,medium,direct grants: anon=false; auth=false; service=false; PUBLIC=true
tournament,fn_tick_tournament,"tournament.fn_tick_tournament(p_tournament_id uuid, p_seed bigint, p_batch_tables integer[])",SECURITY DEFINER,yes,true,true,true,true,true,Railway service_role,game-engine; game-engine .rpc,none_found,NONE,service-role/cron assumed; no end-user authorization in body,DEFINER_PROBABLY_REQUIRED,high (DEFINER bypasses RLS by default),no,postgres + service_role,HIGH,REVIEW_FUNCTION_AUTHORIZATION,medium,direct grants: anon=false; auth=false; service=false; PUBLIC=true
tournament,fn_tick_tournament_batch,"tournament.fn_tick_tournament_batch(p_tournament_id uuid, p_seed text, p_batch_tables integer[])",SECURITY DEFINER,no,true,true,true,true,true,another database function,none_found,none_found,UNKNOWN,body not fully reviewed this pass,UNKNOWN,medium (DEFINER; mitigated if strong internal auth),no,manual review required,HIGH,REVIEW_SECURITY_DEFINER,low,direct grants: anon=false; auth=false; service=false; PUBLIC=true; DEFINER without explicit search_path
tournament,fn_wallet_capture_join,"tournament.fn_wallet_capture_join(p_tournament_id uuid, p_entry_id uuid, p_amount numeric, p_currency text)",SECURITY DEFINER,yes,true,true,true,true,true,another database function; authenticated player,none_found,none_found,NONE,no auth.uid / role gate in mutation body; relies on ACL + caller trust,DEFINER_PROBABLY_REQUIRED,high (DEFINER bypasses RLS by default),yes,postgres + service_role,CRITICAL,REVIEW_FUNCTION_AUTHORIZATION,medium,direct grants: anon=false; auth=false; service=false; PUBLIC=true
tournament,get_my_registration,tournament.get_my_registration(p_tournament_id uuid),SECURITY DEFINER,no,true,true,true,true,true,another database function; authenticated player,none_found,none_found,PARTIAL,auth.uid and/or status checks; incomplete privilege model or caller-supplied ids,UNKNOWN,medium (DEFINER; mitigated if strong internal auth),no,authenticated with mandatory internal role check,MEDIUM,REDUCE_ACL_IN_P1_9B,medium,direct grants: anon=false; auth=true; service=false; PUBLIC=true; DEFINER without explicit search_path
tournament,open_registration,tournament.open_registration(p_tournament_id uuid),SECURITY DEFINER,no,true,true,true,true,true,another database function; authenticated player,none_found,none_found,STRONG,auth.uid referenced; role/admin keywords; raise/guard patterns,UNKNOWN,medium (DEFINER; mitigated if strong internal auth),no,authenticated with mandatory internal role check,MEDIUM,REDUCE_ACL_IN_P1_9B,medium,direct grants: anon=false; auth=true; service=false; PUBLIC=true; DEFINER without explicit search_path
tournament,release_entry_locks,tournament.release_entry_locks(p_tournament_id uuid),SECURITY DEFINER,no,true,true,true,true,true,another database function; authenticated player,none_found,none_found,UNKNOWN,body not fully reviewed this pass,DEFINER_PROBABLY_REQUIRED,high (DEFINER bypasses RLS by default),yes,postgres + service_role,HIGH,REVIEW_SECURITY_DEFINER,low,direct grants: anon=false; auth=true; service=false; PUBLIC=true; DEFINER without explicit search_path
tournament,sync_my_entry_lock,tournament.sync_my_entry_lock(p_tournament_id uuid),SECURITY DEFINER,no,true,true,true,true,true,another database function; authenticated player,none_found,none_found,PARTIAL,auth.uid and/or status checks; incomplete privilege model or caller-supplied ids,UNKNOWN,medium (DEFINER; mitigated if strong internal auth),no,authenticated with mandatory internal role check,MEDIUM,REDUCE_ACL_IN_P1_9B,medium,direct grants: anon=false; auth=true; service=false; PUBLIC=true; DEFINER without explicit search_path
tournament,trg_guard_tournament_entry_mutations,tournament.trg_guard_tournament_entry_mutations(),SECURITY DEFINER,yes,true,true,true,true,true,trigger,none_found,trigger:trigger,NOT_APPLICABLE,trigger context; EXECUTE by role rarely used,DEFINER_REQUIRED,medium (DEFINER; mitigated if strong internal auth),no,trigger/internal only,MEDIUM,REMOVE_PUBLIC_DEFAULT_GRANT_IN_FUTURE,medium,direct grants: anon=false; auth=false; service=false; PUBLIC=true
tournament,trg_on_entry_cancel_cleanup,tournament.trg_on_entry_cancel_cleanup(),SECURITY DEFINER,yes,true,true,true,true,true,trigger,none_found,trigger:trigger,NOT_APPLICABLE,trigger context; EXECUTE by role rarely used,DEFINER_REQUIRED,medium (DEFINER; mitigated if strong internal auth),no,trigger/internal only,MEDIUM,REMOVE_PUBLIC_DEFAULT_GRANT_IN_FUTURE,medium,direct grants: anon=false; auth=false; service=false; PUBLIC=true
tournament,trg_te_commission_snapshot,tournament.trg_te_commission_snapshot(),SECURITY DEFINER,yes,true,true,true,true,true,trigger,none_found,trigger:trigger,NOT_APPLICABLE,trigger context; EXECUTE by role rarely used,DEFINER_REQUIRED,high (DEFINER bypasses RLS by default),yes,trigger/internal only,HIGH,REMOVE_PUBLIC_DEFAULT_GRANT_IN_FUTURE,medium,direct grants: anon=false; auth=false; service=false; PUBLIC=true
tournament,trg_tournament_entries_snapshot_bd,tournament.trg_tournament_entries_snapshot_bd(),SECURITY DEFINER,yes,true,true,true,true,true,trigger,none_found,trigger:trigger,NOT_APPLICABLE,trigger context; EXECUTE by role rarely used,DEFINER_REQUIRED,medium (DEFINER; mitigated if strong internal auth),no,trigger/internal only,MEDIUM,REMOVE_PUBLIC_DEFAULT_GRANT_IN_FUTURE,medium,direct grants: anon=false; auth=false; service=false; PUBLIC=true
